RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
33,96.8,96.8,90.9,100,93.7,95.64,95.41254668,5.7,6.2,5.9,5.4,6.4,5.92,5.897238571
34,96.8,103,93.9,70.9,96.8,92.28,93.06313667,5.9,6.4,6,5.5,6.6,6.08,6.034309643
35,87.8,100,103,90.6,90.6,94.4,94.06578417,6.1,6.5,6.1,5.6,6.7,6.2,6.158577411
36,103,93.5,106,93.7,96.8,98.6,97.46644604,6.2,6.8,6.3,5.7,7,6.4,6.339644353
37,115,90.6,90.9,112,100,101.7,100.6416115,6.4,7,6.4,5.9,6.4,6.42,6.399911088
38,78.1,87.5,87.8,84.3,96.9,86.92,90.35040288,6.6,7.2,6.6,5.7,5.9,6.4,6.399977772
39,106,100,96.9,103,109,102.98,99.82260072,6.8,5.7,6.8,6,6,6.26,6.294994443
40,124,103,103,100,97,105.4,104.0056502,7,5.5,7,6.1,6.2,6.36,6.343748611
41,102,124,106,124,127,116.6,113.4514125,5,5.6,6.4,6.3,6.2,5.9,6.010937153
42,115,121,121,130,145,126.4,123.1628531,5.2,5.8,6.6,6.4,6.3,6.06,6.047734288
43,136,127,133,121,127,128.8,127.3907133,5.4,6.1,6.6,4.8,6.2,5.82,5.876933572
44,118,112,136,121,124,122.2,123.4976783,5.5,6.2,6.8,5,6.4,5.98,5.954233393
45,112,100,118,112,105,109.4,112.9244196,5.7,6.4,6.9,5.1,6.6,6.14,6.093558348
46,112,115,117,106,142,118.4,117.0311049,5.8,6.6,6.9,5.3,6.7,6.26,6.218389587
47,118,129,115,115,145,124.4,122.5577762,6,6.7,7,5.5,5.8,6.2,6.204597397
48,133,112,127,120,127,123.8,123.4894441,6.1,5.8,7,5.7,5.9,6.1,6.126149349
49,109,118,115,121,112,115,117.122361,6.3,5.7,7.1,5.9,6,6.2,6.181537337
50,130,121,136,129,112,125.6,123.4805903,6.5,5.6,6.2,6,6.1,6.08,6.105384334
51,121,121,142,130,129,128.6,127.3201476,5.3,5.8,6.3,6.2,6.2,5.96,5.996346084
52,136,130,118,109,106,119.8,121.6800369,5.1,6,5.6,5.2,6.2,5.62,5.714086521
53,106,115,106,118,106,110.2,113.0700092,5.2,6.2,5.8,4.9,6.4,5.7,5.70352163
54,124,112,136,127,133,126.4,123.0675023,5.5,6.3,5.9,5.1,6.5,5.86,5.820880408
55,121,100,106,132,129,117.6,118.9668756,5.6,6.5,6.1,5.2,5.9,5.86,5.850220102
56,112,118,139,126,118,122.6,121.6917189,5.8,6.7,6.3,5.4,5.3,5.9,5.887555025
57,109,139,109,103,130,118,118.9229297,6,6.4,6.4,5.6,5.5,5.98,5.956888756
58,132,124,118,118,120,122.4,121.5307324,6.1,6.2,6.6,5.8,5.7,6.08,6.049222189
