RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
47,145,160,154,157,166,156.4,156.4,3.1,5.2,4.9,5.4,7.5,5.22,5.22
48,148,154,163,145,151,152.2,152.2,3.1,5.2,4.9,5.4,7.5,5.22,5.22
49,157,157,148,156,154,154.4,154.4,3.1,5.3,4.9,5.4,7.5,5.24,5.24
50,160,166,175,160,163,164.8,164.8,3.1,5.3,4.9,5.5,6.9,5.14,5.14
51,156,151,151,166,165,157.8,157.8,3.3,5.4,4.4,5.5,6.9,5.1,5.1
52,163,148,148,142,157,151.6,151.6,3.3,5.4,4.4,5.5,6.9,5.1,5.1
53,154,160,160,178,142,158.8,158.8,3.3,5.4,4.4,5.5,6.9,5.1,5.1
54,157,166,163,163,160,161.8,161.8,3.3,5.4,4.5,5.5,6.9,5.12,5.12
55,148,160,157,150,157,154.4,154.4,3.4,5.4,4.5,4.9,6.9,5.02,5.02
56,150,154,163,142,163,154.4,154.4,3.4,5.4,4.5,4.9,6.9,5.02,5.02
57,159,157,154,169,145,156.8,156.8,3.4,5.4,4.5,4.9,6.9,5.02,5.02
58,163,160,145,160,166,158.8,158.8,3.4,5.5,4.5,4.9,6.9,5.04,5.04
59,151,157,151,157,161,155.4,155.4,3.5,5.5,4.6,5,7,5.12,5.12
