RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
18,96.9,87.5,84.8,61.2,83.8,82.84,82.84,12.9,12,10.1,6.2,14.1,11.06,11.06
19,66.6,90.9,93.9,64.5,83.3,79.84,79.84,12.5,11.9,10.1,6.2,13.7,10.88,10.88
20,87.8,81.2,72.7,127,83.3,90.4,90.4,12.3,12.5,10.6,6.5,13.2,11.02,11.02
21,175,65.6,75,59.3,70.9,89.16,89.16,12.8,12.3,10.7,6.6,13.4,11.16,11.16
22,184,160,171,166,166,169.4,169.4,12.8,12.4,10.9,6.7,13.5,11.26,11.26
23,176,175,172,150,160,166.6,166.6,13.2,12.9,11,7,14,11.62,11.62
24,178,166,205,164,143,171.2,171.2,13.2,12.8,11,7,13.9,11.58,11.58
25,175,168,167,175,163,169.6,169.6,13.2,12.7,10.3,7.1,13.9,11.44,11.44
26,181,163,163,157,160,164.8,164.8,13.7,13.2,10.3,6.9,14.4,11.7,11.7
27,170,169,181,168,156,168.8,168.8,13.6,13.2,10.5,6.7,14.4,11.68,11.68
28,184,175,193,157,160,173.8,173.8,13.7,13.1,10.7,7.2,14.4,11.82,11.82
29,175,166,178,159,154,166.4,166.4,14.1,13.5,10.7,7.2,14.4,11.98,11.98
30,181,172,170,168,148,167.8,167.8,14.1,13.5,10.7,7.1,14.8,12.04,12.04
31,182,181,175,159,156,170.6,170.6,14.1,13.5,10.7,7.7,14.7,12.14,12.14
32,166,167,178,160,153,164.8,164.8,14.6,14,11.2,7.6,15,12.48,12.48
33,181,172,181,172,163,173.8,173.8,14.6,14,11.2,7.6,15.1,12.5,12.5
34,172,181,176,176,158,172.6,172.6,14.7,14,11.3,8,15.1,12.62,12.62
35,174,167,175,163,150,165.8,165.8,14.7,13.9,11.3,8.1,15,12.6,12.6
36,175,155,166,215,156,173.4,173.4,15,14.3,11.6,8,15.5,12.88,12.88
37,166,169,175,173,163,169.2,169.2,14.9,14.3,11.5,8.6,15.4,12.94,12.94
38,173,175,172,164,146,166,166,14.9,14.8,11.6,8.5,15.4,13.04,13.04
39,175,173,172,169,153,168.4,168.4,15.5,14.8,11.6,8.2,15.9,13.2,13.2
40,166,162,172,178,160,167.6,167.6,15.6,14.7,11.9,8.2,16,13.28,13.28
41,93.9,158,175,170,161,151.58,151.58,13.8,14.6,11.9,8.2,16.2,12.94,12.94
42,96.9,87.8,93.9,75.7,120,94.86,94.86,13,13.7,7.8,5.6,16.1,11.24,11.24
43,93.9,90.9,90.9,87.8,87,90.1,90.1,13,13.7,7.8,5.3,13.1,10.58,10.58
44,90.9,100,85.2,90.9,93.5,92.1,92.1,13,13.7,7.9,5.3,12.8,10.54,10.54
45,90.9,97,96.9,90.9,96.6,94.46,94.46,13,12.6,8.1,5.1,12.6,10.28,10.28
46,85.2,93.9,91.1,90.9,83.8,88.98,88.98,13,12.4,8.4,5.8,13.7,10.66,10.66
47,84.8,97,90.9,93.9,84.3,90.18,90.18,12.9,12.4,8.2,5.8,13.6,10.58,10.58
48,96.9,87.8,87.8,87.8,96.7,91.4,91.4,13,12.3,7.9,6.1,13.4,10.54,10.54
49,90.9,96.9,100,90.9,87,93.14,93.14,13,12.3,7.8,6.1,13.8,10.6,10.6
50,84.8,96.9,90.9,90.9,87,90.1,90.1,13.6,12.3,8.9,5.9,13.9,10.92,10.92
51,90.9,84.8,84.8,96.9,80.6,87.6,87.6,13.6,13,8.7,6,14.2,11.1,11.1
52,148,93.9,96.9,93.9,96.7,105.88,105.88,13.6,13,7.6,5.8,14,10.8,10.8
53,93.9,111,96.9,84.8,78.1,92.94,92.94,12.1,13,7.5,6,13.6,10.44,10.44
54,84.8,90.9,93.9,87.5,86.6,88.74,88.74,12.7,12.3,8.4,5.4,13.4,10.44,10.44
55,93.9,84.8,84.8,90.9,83.8,87.64,87.64,12.7,12,8.2,5.4,13,10.26,10.26
56,90.9,96.9,78.7,84.8,106,91.46,91.46,12.7,12,7.8,5.3,13,10.16,10.16
57,79.4,88.2,90.9,93.7,93.5,89.14,89.14,12.7,12,7.6,5.6,13.8,10.34,10.34
58,87.8,87.8,90.9,87.8,83.8,87.62,87.62,12.6,12,8.8,5.4,13.5,10.46,10.46
59,,,,,87,87,87,,,,,14.2,14.2,14.2
