RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
18,53.3,80,83.3,90.6,71.8,75.8,75.8,6,14.6,12.7,7.8,9.3,10.08,10.08
19,48.3,86.2,80,93.7,87,79.04,79.04,5.9,14.4,12.7,7.7,9,9.94,9.94
20,51.6,89.6,90,74.1,96.7,80.4,80.4,6.3,14.7,13.6,8,7.4,10,10
21,64.5,86.6,63.3,83.8,138,87.24,87.24,6.6,14.1,13.4,7.8,7.1,9.8,9.8
22,135,150,145,165,164,151.8,151.8,6.7,13.9,13.7,8.4,8.6,10.26,10.26
23,132,156,153,180,162,156.6,156.6,7.2,13.9,14.1,8.8,8.7,10.54,10.54
24,146,153,160,159,166,156.8,156.8,5.8,13.9,14,8.8,8.8,10.26,10.26
25,158,163,148,162,162,158.6,158.6,5.6,14.3,14.5,8.8,9.1,10.46,10.46
26,151,150,158,171,156,157.2,157.2,6,14.4,14.5,8.7,9.2,10.56,10.56
27,156,148,156,168,168,159.2,159.2,5.6,14.5,14.4,8.6,9.3,10.48,10.48
28,171,162,148,159,168,161.6,161.6,6.1,14.6,14.8,8.4,9.3,10.64,10.64
29,162,150,153,169,166,160,160,6,14.6,14.8,9.2,9.6,10.84,10.84
30,159,141,153,168,171,158.4,158.4,5.9,14.5,14.7,9,9.7,10.76,10.76
31,155,162,151,165,175,161.6,161.6,5.9,14.5,15.2,8.1,9.9,10.72,10.72
32,165,148,143,159,170,157,157,6.4,15.2,14.5,6.5,9.9,10.5,10.5
33,156,154,141,166,162,155.8,155.8,6.4,15.1,12.9,6.3,10.1,10.16,10.16
34,166,148,160,167,168,161.8,161.8,6.4,15.4,12.8,6.4,10.2,10.24,10.24
35,169,154,153,165,166,161.4,161.4,6.9,15.5,12.8,6.3,10.3,10.36,10.36
36,209,150,173,163,166,172.2,172.2,6.8,15.4,12.8,6.3,10.3,10.32,10.32
37,154,156,153,175,169,161.4,161.4,6.7,15.4,13.7,6.2,10.6,10.52,10.52
38,171,155,162,178,175,168.2,168.2,7.2,15.8,13.8,6.1,10.7,10.72,10.72
39,181,158,154,167,178,167.6,167.6,7.1,15.8,14.1,7.1,10.8,10.98,10.98
40,187,156,146,169,202,172,172,7,15.8,14.2,7,10.8,10.96,10.96
41,171,148,153,172,175,163.8,163.8,6.8,15.7,14.1,7.5,10.9,11,11
42,93.9,156,93.1,90.9,93.9,105.56,105.56,7.9,16.4,14.6,7.5,8.3,10.94,10.94
43,103,93.1,96.6,88.2,93.9,94.96,94.96,5.9,14.8,14.3,7.5,8.5,10.2,10.2
44,84.8,86.6,90,93.9,82.3,87.52,87.52,5.2,13.6,14.5,7.6,8.6,9.9,9.9
45,84.8,83.3,83.8,93.9,87.8,86.72,86.72,5.6,13.7,14.7,7.7,8.8,10.1,10.1
46,90.9,80,93.3,82.3,93.9,88.08,88.08,5.6,13.7,14.9,8.1,8.9,10.24,10.24
47,90.9,83.8,79.3,96.9,87.8,87.74,87.74,5.5,14.2,14.7,8.1,9.1,10.32,10.32
48,84.3,83.3,83.3,87.8,84.8,84.7,84.7,5.3,14.2,15,8.2,9.2,10.38,10.38
49,90.9,86.6,87,90.9,90.9,89.26,89.26,5.4,14.2,14.8,8.2,9.3,10.38,10.38
50,90.9,83.3,87.5,81.8,87.8,86.26,86.26,6.3,14.3,15,8.2,9.5,10.66,10.66
51,69.6,93.3,90,84.8,93.9,86.32,86.32,6.2,14.7,15.3,7,9.6,10.56,10.56
52,96.9,90,83.3,100,91.1,92.26,92.26,6.8,14.9,14.4,7.1,8.3,10.3,10.3
53,85.2,83.3,86.6,78.7,93.9,85.54,85.54,5.8,14.9,14.7,7.1,8.4,10.18,10.18
54,90.9,80,79.3,87.8,93.9,86.38,86.38,5.5,14,14.5,6.6,8.6,9.84,9.84
55,93.9,90,86.6,91.1,72.7,86.86,86.86,5.7,13.7,13.5,6.7,8.7,9.66,9.66
56,81.8,77.4,86.6,90.9,109,89.14,89.14,5.6,13.6,13.6,6.9,8.9,9.72,9.72
57,87.8,76.6,96.6,78.7,81.8,84.3,84.3,5.4,13.6,13.8,6.9,7.7,9.48,9.48
58,91.1,93.3,93.1,90.9,79.4,89.56,89.56,5.4,13.7,13.6,7,7.9,9.52,9.52
59,,75,86.6,,,80.8,80.8,,13.6,14.3,,,13.95,13.95
