RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
36,193,169,157,156,187,172.4,172.4,8.9,10.3,10.1,16.1,6.9,10.46,10.46
37,166,166,154,146,167,159.8,159.8,8.8,10.3,10.1,16.1,6.9,10.44,10.44
38,171,170,171,156,164,166.4,166.4,8.7,10.2,10.1,16.1,7.3,10.48,10.48
39,163,169,163,153,178,165.2,165.2,9.3,10.7,10,16.5,7.5,10.8,10.8
40,169,169,160,153,175,165.2,165.2,9.2,10.7,10,16.5,7.6,10.8,10.8
41,175,169,167,203,168,176.4,176.4,9.1,10.6,10,16.5,7.6,10.76,10.76
42,159,169,172,150,159,161.8,161.8,9.6,10.5,10,13.7,7.6,10.28,10.28
43,203,90.6,181,76.6,90.6,128.36,128.36,9.6,10.5,10,14,7.6,10.34,10.34
44,90.9,87.8,169,80,96.8,104.9,104.9,6.2,10.6,10,14,8,9.76,9.76
45,96.9,93.9,175,86.6,64.5,103.38,103.38,6.6,11.4,10,14.1,8.3,10.08,10.08
46,93.9,87.8,181,83.3,81.2,105.44,105.44,7,11.4,11.6,14.1,8.2,10.46,10.46
47,90.9,84.8,155,61.2,93.7,97.12,97.12,6.9,11.8,11.6,14.5,8.3,10.62,10.62
48,96.9,90.9,167,83.3,93.7,106.36,106.36,7.4,11.8,11.6,14.6,8.5,10.78,10.78
49,90.9,87.8,145,87,78.1,97.76,97.76,7.2,11.8,11.6,14.7,7.7,10.6,10.6
50,64.2,69.6,90.9,89.6,90.6,80.98,80.98,6.9,11.8,8.1,14.8,5.9,9.5,9.5
51,81.8,81.8,87.8,76.6,93.7,84.34,84.34,7.3,11.8,8,14.9,5.9,9.58,9.58
52,96.9,85.2,90.9,77.4,84.8,87.04,87.04,7.2,10.8,8.3,15.2,5.9,9.48,9.48
53,90.9,75.7,87.8,86.2,87.5,85.62,85.62,7.1,10.8,8.2,14.1,6.6,9.36,9.36
54,84.8,84.8,84.8,100,61.1,83.1,83.1,6.1,9.8,9.2,13.8,5.8,8.94,8.94
55,100,87.8,90.9,74.1,87.8,88.12,88.12,6.2,9.9,9,13.9,6.1,9.02,9.02
56,93.9,96.9,93.9,86.6,87.8,91.82,91.82,6.2,10.2,9,14,6.1,9.1,9.1
57,90.9,76.4,91.1,90,93.9,88.46,88.46,6.1,10.3,9.5,14.3,6.1,9.26,9.26
58,90.9,65.8,90.9,58,96.9,80.5,80.5,6.1,10.2,9.4,14.5,6.4,9.32,9.32
59,,84.8,,79.3,93.9,86,86,,10.1,,14.6,6.3,10.33333333,10.33333333
