RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
22,73.5,138,58.3,38.2,52.9,72.18,72.18,5.9,5.8,7.1,6.4,5.8,6.2,6.2
23,89.1,161,54.2,63.6,52.9,84.16,84.16,5.8,5.9,7.4,6.5,5.2,6.16,6.16
24,61.7,182,57.1,52.9,57.5,82.24,82.24,5.9,6,5.1,6.7,4.9,5.72,5.72
25,66.6,141,39.5,38.2,50,67.06,67.06,6.3,5.9,5.2,6.6,5.1,5.82,5.82
26,167,154,44.1,55.8,52.9,94.76,94.76,6.2,6.2,5.1,6.2,5.1,5.76,5.76
27,175,64.7,50,58.8,55.8,80.86,80.86,6.4,6.5,5.4,5.6,5.3,5.84,5.84
28,152,66.6,41.1,64.7,48.5,74.58,74.58,6.3,6.2,5.5,5.7,5.5,5.84,5.84
29,164,57.1,45.4,61.7,48.5,75.34,75.34,6.3,6.5,5.5,5.8,5.5,5.92,5.92
30,152,54.2,52.9,63.6,63.6,77.26,77.26,6.4,6.5,5.7,5.9,5.6,6.02,6.02
31,147,50,47,61.7,57.5,72.64,72.64,6.6,6.6,5.9,6.2,6.2,6.3,6.3
32,179,52.7,50,61.7,57.5,80.18,80.18,6.9,6.6,6,6.2,6.2,6.38,6.38
33,155,54.2,44.1,47,55.8,71.22,71.22,5,7,6.2,6.6,6.4,6.24,6.24
34,169,45.4,69.6,61.7,47,78.54,78.54,4.8,7.1,6.4,6.7,6.5,6.3,6.3
35,163,48.4,75.7,64.7,69.6,84.28,84.28,5.1,7.1,6.5,6.8,6.3,6.36,6.36
36,148,47,47,47,51.5,68.1,68.1,5.3,7,6.6,6.9,5.4,6.24,6.24
37,172,50,82.3,50,48.4,80.54,80.54,5.4,4.5,6.8,7,5.2,5.78,5.78
38,161,47,120,66.6,60.6,91.04,91.04,5.8,5,6.9,7.1,5.2,6,6
39,367,50,152,58.8,52.9,136.14,136.14,6,5.1,6.8,7.1,5.5,6.1,6.1
40,385,61.7,162,55.8,47,142.3,142.3,5.2,5.5,5.4,5.8,5.7,5.52,5.52
41,358,66.6,150,52.9,61.7,137.84,137.84,5.5,5,5.6,6.1,5.8,5.6,5.6
42,420,55.8,169,61.7,70.5,155.4,155.4,5.1,5.2,5.5,6.3,5.1,5.44,5.44
43,414,61.7,150,48.4,64.7,147.76,147.76,5,5.1,5.3,6.9,4.9,5.44,5.44
44,144,51.5,79.4,52.9,72.7,80.1,80.1,5.1,5,5.3,6.7,5,5.42,5.42
45,100,58.8,73.5,50,54.5,67.36,67.36,4.7,5,4.9,6.7,5.3,5.32,5.32
46,55.2,67.6,58.8,52.9,32.7,53.44,53.44,4.8,4.7,5,6.6,5.3,5.28,5.28
47,91.4,48.4,85.2,67.6,51.5,68.82,68.82,4.8,4.8,4.8,6.6,5,5.2,5.2
48,61.7,51.5,73.5,58.8,52.9,59.68,59.68,5,4.9,4.9,6.6,5,5.28,5.28
49,70.5,64.7,50,58.8,58.8,60.56,60.56,4.9,5.2,5.6,6.4,5.1,5.44,5.44
50,61.7,52.9,52.9,79.4,47,58.78,58.78,4.4,5.2,5.3,6.6,4.9,5.28,5.28
51,52.9,55.8,47,47,48.4,50.22,50.22,5.1,5,5.1,6.4,4.9,5.3,5.3
52,52.9,44.1,64.7,50,76.4,57.62,57.62,4.9,5.6,5.1,6.3,5,5.38,5.38
53,79.4,55.8,63.6,72.7,55.8,65.46,65.46,4.7,5.3,4.9,6.5,5,5.28,5.28
54,73.5,61.7,50,61.7,63.6,62.1,62.1,5.2,5.6,4.7,6.2,5.1,5.36,5.36
55,50,67.6,48.4,61.7,76.4,60.82,60.82,4.5,5.6,4.8,5.9,4.8,5.12,5.12
56,54.5,63.6,55.8,58.8,64.7,59.48,59.48,4.5,5.5,4.7,5.7,4.9,5.06,5.06
57,52.9,51.5,55.8,55.8,64.7,56.14,56.14,4.6,5.3,5,5.9,4.9,5.14,5.14
58,,63.6,,,,63.6,63.6,,5,,,,5,5
