RECORD,T1,T2,T3,T4,T5,AVG,CPU_EWMA,T1,T2,T3,T4,T5,AVG,MEM_EWMA
23,36.1,52.9,50,63.6,52.9,51.1,51.1,9.1,6.1,6,5.8,7.5,6.9,6.9
24,55.8,38.2,54.5,58.8,54.2,52.3,52.3,9.1,6.1,6.1,5.8,6,6.62,6.62
25,47,44.1,57.5,66.6,52.9,53.62,53.62,9.2,6.3,6.2,6.3,5.6,6.72,6.72
26,47,55.8,55.8,47.2,51.4,51.44,51.44,9.4,6.1,6.4,6.3,5.6,6.76,6.76
27,50,44.1,52.7,52.7,52.9,50.48,50.48,9.4,5.3,6.5,6.2,5.9,6.66,6.66
28,47,38.2,55.8,54.5,69.6,53.02,53.02,9.8,5.4,6.5,6.8,6.1,6.92,6.92
29,61.7,55.5,55.8,47,58.8,55.76,55.76,10,5.5,6.6,6.8,5.9,6.96,6.96
30,97,58.8,47.5,47,45,59.06,59.06,10,5.9,6.8,7,6.2,7.18,7.18
31,58.8,51.4,47,47,52.9,51.42,51.42,6.5,6,7,7.1,5.5,6.42,6.42
32,50,52.9,57.5,52.9,50,52.66,52.66,6.8,6,7.1,7.1,5.6,6.52,6.52
33,47,47.2,41.1,50,50,47.06,47.06,6.8,5.9,7.2,7.3,5.7,6.58,6.58
34,61.7,47,47,66.6,50,54.46,54.46,6.9,6.1,7.3,7.5,5.6,6.68,6.68
35,63.6,52.9,50,44.1,41.1,50.34,50.34,7,6,7.5,7.5,6.1,6.82,6.82
36,52.9,50,50,58.8,47,51.74,51.74,7.2,5.9,7.6,7.7,6.6,7,7
37,129,52.9,52.9,55.8,44.1,66.94,66.94,7.2,6.1,7.6,7.7,6.5,7.02,7.02
38,129,52.9,61.7,57.5,63.6,72.94,72.94,7.3,6.5,7.9,7,6.6,7.06,7.06
39,120,47,50,50,50,63.4,63.4,7.3,6.6,6.6,4.6,6.6,6.34,6.34
40,64.7,50,52.9,52.9,47,53.5,53.5,7.8,6.8,4.9,5.1,7.2,6.36,6.36
41,73.5,50,44.1,47,57.5,54.42,54.42,7.8,5.2,4.9,5.1,7.5,6.1,6.1
42,67.6,55.8,52.9,50,58.8,57.02,57.02,8.3,5.2,5,5.5,7.6,6.32,6.32
43,52.9,47,48.4,47,73.5,53.76,53.76,8.3,5.3,5.2,5.8,5,5.92,5.92
44,94.1,47,50,44.1,129,72.84,72.84,8.4,5.3,4.9,5.2,5.1,5.78,5.78
45,44.1,55.8,155,41.1,135,86.2,86.2,6.6,5.7,4.6,5.1,5.3,5.46,5.46
46,50,51.4,144,50,132,85.48,85.48,6.6,5.8,4.7,5.3,5.7,5.62,5.62
47,52.9,47,150,47,129,85.18,85.18,7.1,5.1,4.8,5.4,5.8,5.64,5.64
48,41.1,47,112,50,129,75.82,75.82,7.1,5.1,5.3,5.4,5.8,5.74,5.74
49,52.9,44.1,145,50,141,86.6,86.6,7.4,5.3,5.3,5.7,6.1,5.96,5.96
50,50,50,169,47,185,100.2,100.2,7.2,5.3,5.5,5.6,5,5.72,5.72
51,50,50,109,73.5,182,92.9,92.9,6.7,5.6,4.7,5,5.4,5.48,5.48
52,47,55.8,76.4,64.7,144,77.58,77.58,6.9,5.6,4.9,5.4,5.6,5.68,5.68
53,47,55.8,55.8,135,144,87.52,87.52,7.1,5.2,5.1,5.5,5.7,5.72,5.72
54,47,50,50,129,138,82.8,82.8,7.1,4.9,5.1,5.7,5.8,5.72,5.72
55,44.1,41.1,47,126,152,82.04,82.04,7.3,4.9,5.3,5.8,5.9,5.84,5.84
56,41.1,50,75.7,147,142,91.16,91.16,7.4,5.1,5.5,5.9,5.8,5.94,5.94
57,44.1,51.4,47,197,169,101.7,101.7,7.3,5.1,4.8,5.6,5.6,5.68,5.68
58,,44.1,,,,44.1,44.1,,5.1,,,,5.1,5.1
